Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
成分分量<BR>[Number][Unit]（[Number][Unit]）中（[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]<<BR>>成分分量<BR>[Number][Unit]（[Number][Unit]）中（[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量[ActIngreName]（[ActIngreName]）<BR>[Number][Unit]中[Number][Unit][Number][Unit]中[Number][Unit],65,28,2,5,Cluster  5
成分分量[Number][Unit][Number][Unit]中<BR>[ActIngreName][Number][Unit],65,28,3,5,Cluster  5
成分分量[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]（[ActIngreName]として）[Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,65,28,1,5,Cluster  5
成分分量（[Number][Unit][Number][Unit]中）有効成分<BR>[ActIngreName][Number][Unit],24,27,7,5,Cluster  5
成分分量（[Number][Unit][Number][Unit]中）有効成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,24,27,1,5,Cluster  5
成分分量（[Number][Unit]中乾燥質量として）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],65,28,105,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number]＄）,65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,65,28,11,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number]＄）,65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]（[Number][Unit]）,65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]…[Number][Unit][ActIngreName]（[ActIngreName]として）…[Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]（別名：[ActIngreName]）[Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit],65,28,10,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[ActIngreName]：[Number][Unit][Number][Unit]中[Number][Unit],65,28,2,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[DrugParts]：[ActIngreName][Number][Unit][ActIngreName][Number][Unit][DrugParts]：[ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]中）<BR>[Number][Unit][Number][Unit]中[ActIngreName]…[Number][Unit],65,28,4,5,Cluster  5
成分分量（[Number][Unit]（[Number][Unit]）中）<BR>[ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量（[Number][Unit]（[Number][Unit]）中）<BR>[ActIngreName]：[Number][Unit],65,28,5,5,Cluster  5
成分分量：<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,65,28,2,5,Cluster  5
成分分量：<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,65,28,1,5,Cluster  5
成分分量［[Number][Unit]中］<BR><<BR>>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName][Number][Unit],65,28,7,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName][Number][Unit]<<BR>>[ActIngreName][Number][Unit],65,28,1,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],65,28,5,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,65,28,2,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）及び[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,65,28,4,5,Cluster  5
成分分量［[Number][Unit]中］<BR>[ActIngreName]を[ActIngreName]として[Number][Unit],65,28,4,5,Cluster  5
成分分量［[Number][Unit]（[Number][Unit]）中］<BR>[ActIngreName][Number][Unit],65,28,2,5,Cluster  5
成分名<BR>[ActIngreName]<<BR>>含量（[Number][Unit]中）<BR>[Number][Unit],44,42,2,5,Cluster  5
成分名有効成分<BR>[ActIngreName]<<BR>>[Number][Unit]中の含有量<BR>[Number][Unit],72,23,1,5,Cluster  5
成分含有<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,70,39,1,5,Cluster  5
成分含有量<BR>[ActIngreName][Number][Unit],20,22,4,5,Cluster  5
成分含有量<BR>[Number][Unit]中[ActIngreName][Number][Unit],20,22,1,5,Cluster  5
成分含有量<BR>[Number][Unit]中[ActIngreName]として[Number][Unit],20,22,1,5,Cluster  5
成分含有量（[Number][Unit][Number][Unit]中）<BR>[ActIngreName][Number][Unit],20,22,1,5,Cluster  5
成分含有量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],20,22,1,5,Cluster  5
成分含有量（[Number][Unit]中）有効成分<BR>[ActIngreName][Number][Unit],72,23,1,5,Cluster  5
成分含有量（[Number][Unit]中）有効成分<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,72,23,4,5,Cluster  5
成分含有量（[Number][Unit]中）：有効成分<BR>[ActIngreName][Number][Unit],72,23,3,5,Cluster  5
成分含有量（[Number][Unit]（[Number][Unit]）中）有効成分<BR>[ActIngreName][Number][Unit],72,23,2,5,Cluster  5
成分含有量（[Number][Unit]（[Number][Unit]）中）有効成分<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],72,23,1,5,Cluster  5
成分含有量：有効成分<BR>[ActIngreName]：[Number][Unit]（[Number][Unit]）中[Number][Unit],72,23,2,5,Cluster  5
成分含有量：有効成分：[Number][Unit]中<BR>凍結乾燥[Form]）：[Number][Unit]乾燥菌体として：[Number][Unit]（[Number]ＫＥに相当）,8,21,4,5,Cluster  5
成分含有量：有効成分：[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName]（[ActIngreName]として）[Number][Unit]（[Number][Unit]）,72,23,2,5,Cluster  5
成分含有量：有効成分：[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName]：[Number][Unit],72,23,3,5,Cluster  5
成分含量<BR>[ActIngreName][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,41,31,2,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit],41,31,7,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],41,31,3,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],41,31,2,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]中[Number][Unit],44,42,23,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]中[Number][Unit]（[ElectIon]：[Number][Unit]）,44,42,2,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit][Number][Unit]中）,44,42,2,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]中）,44,42,9,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]）中[Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[ActIngreName][Number][Unit]（[Number][Unit]）中[Number][Unit]（[Number][Unit]中[Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[ActIngreName]を[Number][Unit]含有,70,39,3,5,Cluster  5
成分含量<BR>[ActIngreName]甲状腺に特異な有機性化合体として[ActIngreName][Number][Unit],41,31,1,5,Cluster  5
成分含量<BR>[ActIngreName]（[ActIngreName]相当量）[Number][Unit]中[Number][Unit]（[Number][Unit]）,23,41,6,5,Cluster  5
成分含量<BR>[ActIngreName]（[ActIngreName]）[Number][Unit][ActIngreName]（[ActIngreName]）[Number][Unit][ActIngreName][Number][Unit],41,31,1,5,Cluster  5
成分含量<BR>[ActIngreName]（[ActIngreOtherName]）[Number][Unit],41,31,1,5,Cluster  5
成分含量<BR>[ActIngreName]（[Number][Unit]）,41,31,4,5,Cluster  5
成分含量<BR>[DrugParts][Number][Unit]中[ActIngreName][Number][Unit]含有,70,39,2,5,Cluster  5
成分含量<BR>[DrugParts][Number][Unit]（[Number][Unit][Number]）中：[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有する,70,39,1,5,Cluster  5
成分含量<BR>[DrugParts][Number][Unit]（[Number][Unit][Number]）中：[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]含有,70,39,2,5,Cluster  5
成分含量<BR>[DrugParts][Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],91,40,3,5,Cluster  5
成分含量<BR>[DrugParts][Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,70,39,2,5,Cluster  5
成分含量<BR>[DrugParts]（ポリエチレン[Form]）[Number][Unit]当たり[ActIngreName][Number][Unit],91,40,2,5,Cluster  5
成分含量<BR>[Form][Number][Unit]あたり[ActIngreName][Number][Unit],41,31,1,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,70,39,6,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]）中：[ActIngreName][Number][Unit]含有,70,39,2,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit],44,42,21,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]<<BR>>[Number][Unit]中の主薬量<BR>[Number][Unit]バルブからの噴射主薬量<<BR>>[Number][Unit]の噴射回数<BR>[Number][Unit],44,42,4,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,44,42,6,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）,44,42,5,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName]を[ActIngreName][ActIngreName]として[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName]（[ActIngreName]）[Number][Unit]（[Unit]）<<BR>>〔[ActIngreName]（[ActIngreName]）の活性はＷＨＯの国際標準品ＩｎｔｅｒｎａｔｉｏｎａｌＲｅｆｅｒｅｎｃｅＰｒｅｐａｒａｔｉｏｎｏｆＣａｌｃｉｔｏｎｉｎＳａｌｍｏｎｆｏｒＢｉｏａｓｓａｙを基準にして生物学的測定法により測定し国際単位で表示されている．〕,78,33,1,5,Cluster  5
成分含量<BR>[Number][Unit][Number]（[Number][Unit]）中[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][ActIngreName][Number][Unit],44,42,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName]…[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][ActIngreName]（[Number]：[Number]）[Number][Unit]含有,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit],44,42,529,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,18,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,6,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]（[Number][Unit]）[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]含有,70,39,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]含有,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）含有,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]〔[ActIngreName][Number][Unit]に相当〕,23,41,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有,70,39,84,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]を含有する,70,39,6,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]分包品：[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有する,70,39,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]含有,70,39,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有,70,39,197,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有（[ActIngreName]として[Number][Unit]）,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有（[Number][Unit]ｗ／ｗ[Form]）,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]含有（総[ActIngreName]として[Number][Unit]を含む）,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName][Number][Unit][ActIngreName][Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName][Number][Unit]に相当）,23,41,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,44,42,51,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有,70,39,14,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,70,39,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）含有,70,39,23,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）含有（[Number][Unit]）,70,39,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]量[Number][Unit]）,44,42,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]中[ActIngreName][Number][Unit]）,44,42,4,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]中[Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）,44,42,9,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）[ActIngreName][Number][Unit]（[Number][Unit]）,44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（[Number][Unit]）含有,70,39,4,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number][Unit]（速溶性[Form]と徐放性[Form]を[Number]：[Number]の割合で混合）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName][Number]＄,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit],44,42,93,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit][ActIngreName]…[Number][Unit],44,42,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit][Number][Unit]（[Number][Unit]）中[ActIngreName]…[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）,44,42,15,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName]…[Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[ActIngreName]として[Number][Unit]：[Number][Unit]）,44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[Number][Unit][Number][Unit]中[Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]…[Number][Unit]（[Number][Unit]）,44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]として[Number][Unit],44,42,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]として[Number][Unit]含有,70,39,4,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]を[ActIngreName]として[Number][Unit],44,42,12,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]を[ActIngreName]として[Number][Unit]含有,70,39,5,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]を[ActIngreName]エノキサシンとして[Number][Unit],44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]を[Number][Unit]（[ActIngreName]として[Number][Unit]）,44,42,2,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]をモサプリド[ActIngreName]塩として[Number][Unit],44,42,3,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]（[ActIngreName]として）[Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit],44,42,1,5,Cluster  5
成分含量<BR>[Number][Unit]中[ActIngreName]（[ActIngreName]として）[Number][Unit]（第[Number]国際標準品に基づく）<<BR>>ヒト（閉経期婦人）尿由来,44,42,3,5,Cluster  5
