HOT9,YJコード,組成の記述
119590301,2171022F3170,アムロジピンOD錠2.5mg「サワイ」：１錠中に日局アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)を含有する。￥ｎ添加物として、アスパルテーム(L‐フェニルアラニン化合物)、還元麦芽糖水アメ、軽質無水ケイ酸、タウマチン、ヒドロキシプロピルセルロース、フマル酸ステアリルNa、D‐マンニトール、l‐メントール、黄色５号アルミニウムレーキ、香料を含有する。
119591001,2171022F3188,有効成分<BR>日局アムロジピンベシル酸塩<<BR>>含量（1錠中）<BR>3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム、l-メントール、ステアリン酸マグネシウム、黄色5号
119344201,2171022F3196,1錠中：アムロジピンベシル酸塩…………3.47mg￥ｎ（アムロジピンとして2.5mg）￥ｎ〈添加物〉￥ｎアスパルテーム（Ｌ-フェニルアラニン化合物）、アルファー化デンプン、クロスポビドン、酸化チタン、ステアリン酸マグネシウム、タルク、Ｄ-マンニトール、無水リン酸水素カルシウム、メタケイ酸アルミン酸マグネシウム、l-メントール、香料、その他4成分
119443201,2171022F3200,成分・分量<BR>１錠中￥ｎアムロジピンベシル酸塩：3.47mg￥ｎ（アムロジピンとして2.5mg）<<BR>>添加物<BR>結晶セルロース、トウモロコシデンプン、クロスポビドン、アスパルテーム（L-フェニルアラニン化合物）、グリチルリチン酸一アンモニウム、香料、含水二酸化ケイ素、ステアリン酸マグネシウム
119593401,2171022F3218,アムロジピンOD錠2.5mg「日医工」<BR>￥ｎ1錠中アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）を含有する。￥ｎ添加物としてD-マンニトール，キシリトール，セルロース，クロスポビドン，リン酸水素カルシウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，無水ケイ酸，アスパルテーム，タウマチン，l-メントール，香料，黄色5号，その他2成分を含有する。
119568201,2171022F3226,成分・分量(1錠中)<BR>アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)<<BR>>添加物<BR>D-マンニトール、メタケイ酸アルミン酸マグネシウム、無水リン酸水素カルシウム、タルク、酸化チタン、アルファー化デンプン、クロスポビドン、アスパルテーム(L-フェニルアラニン化合物)、ステアリン酸マグネシウム、香料、l-メントール、その他4成分
119319001,2171022F3234,アムロジピンOD錠2.5mg「明治」は、１錠中に下記の成分を含有する。<<BR>>有効成分<BR>日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、黄色４号（タートラジン）アルミニウムレーキ、l-メントール、ステアリン酸マグネシウム
119368801,2171022F3242,成分・含量<BR>1枚中アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）を含有<<BR>>添加物<BR>ヒプロメロース、ヒドロキシプロピルセルロース、粉末還元麦芽糖水アメ、トレハロース、マクロゴール400、酸化チタン、三ニ酸化鉄、スクラロース、サッカリンナトリウム水和物、l-メントール
119730301,2171022F3250,販売名<BR>アムロジピンOD錠2.5mg「EMEC」<<BR>>有効成分（１錠中）<BR>アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>アスパルテーム（L‐フェニルアラニン化合物）、黄色三二酸化鉄、カラギーナン、カルメロース、カルメロースカルシウム、香料、軽質無水ケイ酸、結晶セルロース、ステアリン酸マグネシウム、炭酸カルシウム、デンプングリコール酸ナトリウム、トウモロコシデンプン
119855301,2171022F3269,成分・含量<BR>1錠中、日局アムロジピンベシル酸塩3.47mg(アムロジピンとして2.5mg)含有<<BR>>添加物<BR>結晶セルロース、トウモロコシデンプン、デンプングリコール酸ナトリウム、カルメロース、カルメロースカルシウム、カラギーナン、炭酸カルシウム、軽質無水ケイ酸、黄色三二酸化鉄、アスパルテーム(L-フェニルアラニン化合物)、ステアリン酸マグネシウム、香料
120184001,2171022F3277,成分・含量（1錠中）<BR>日局アムロジピンベシル酸塩3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>Ｄ-マンニトール，合成ケイ酸アルミニウム，ヒドロキシプロピルスターチ，結晶セルロース，クロスポビドン，ヒドロキシプロピルセルロース，エデト酸ナトリウム水和物，アスパルテーム（Ｌ-フェニルアラニン化合物），タウマチン，黄色4号（タートラジン），l-メントール，ステアリン酸マグネシウム
119526203,2171022F3285,成分・含量<BR>1錠中日局アムロジピンベシル酸塩…3.47mg（アムロジピンとして2.5mg）<<BR>>添加物<BR>D-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、黄色4号（タートラジン）アルミニウムレーキ、l-メントール、ステアリン酸マグネシウム
117316101,2171022F4028,有効成分（1錠中）<BR>アムロジピンとして5mg（アムロジピンベシル酸塩6.93mg）<<BR>>添加物<BR>軽質無水ケイ酸、メタクリル酸コポリマーLD、タルク、クロスカルメロースナトリウム、ポリソルベート80、黄色三二酸化鉄、水酸化ナトリウム、ヒプロメロース、D-マンニトール、トウモロコシデンプン、クロスポビドン、ヒドロキシプロピルセルロース、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、フマル酸ステアリルナトリウム、香料
118545401,2171022F4036,1錠中の有効成分：<BR>日局アムロジピンベシル酸塩・・・・・6.93mg￥ｎ（アムロジピンとして5mg）<<BR>>添加物：<BR>Ｄ-マンニトール、タルク、クロスポビドン、無水ケイ酸、アスパルテーム（L-フェニルアラニン化合物）、ｌ-メントール、ステアリン酸Mg、香料、アラビアガム、デキストリン、その他3成分
118319101,2171022F4044,1錠中：￥ｎ有効成分（含量）<BR>日局アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>軽質無水ケイ酸、メタクリル酸コポリマーLD、タルク、クロスカルメロースナトリウム、ポリソルベート80、黄色三二酸化鉄、水酸化ナトリウム、ヒプロメロース、D-マンニトール、トウモロコシデンプン、クロスポビドン、ヒドロキシプロピルセルロース、アスパルテーム、タウマチン、フマル酸ステアリルナトリウム、香料
119386201,2171022F4052,成分・含量（1錠中）<BR>日局アムロジピンベシル酸塩６.９３ｍｇ（アムロジピンとして５ｍｇ）<<BR>>添加物<BR>Ｄ‐マンニトール、メタケイ酸アルミン酸マグネシウム、無水リン酸水素カルシウム、タルク、酸化チタン、アルファー化デンプン、クロスポビドン、アスパルテーム（Ｌ‐フェニルアラニン化合物）、ステアリン酸マグネシウム、ｌ-メントール、香料その他４成分
119547701,2171022F4060,販売名<BR>アムロジピンOD錠5mg「KRM」<<BR>>成分・分量(1錠中)<BR>アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>D-マンニトール、セルロース、ヒドロキシプロピルセルロース、クロスポビドン、アスパルテーム、ステアリン酸マグネシウム、タウマチン、デキストリン、香料
119513201,2171022F4079,有効成分（１錠中）<BR>日本薬局方アムロジピンベシル酸塩（アムロジピンとして）6.93mg（５mg）<<BR>>添加物<BR>D-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム、l-メントール、ステアリン酸マグネシウム、黄色５号
119374901,2171022F4087,有効成分<BR>１錠中にアムロジピンベシル酸塩（日局）6.93mg（アムロジピンとして５mg）を含有<<BR>>添加物<BR>Ｄ-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（Ｌ-フェニルアラニン化合物）、タウマチン、黄色４号（タートラジン）、ｌ-メントール、ステアリン酸マグネシウムを含有
119314501,2171022F4095,有効成分の名称<BR>アムロジピンベシル酸塩<<BR>>含量<BR>1錠中アムロジピンベシル酸塩6.93ｍｇ（アムロジピンとして5ｍｇ）<<BR>>添加物<BR>Ｄ-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム（Ｌ-フェニルアラニン化合物）、ｌ-メントール、ステアリン酸Ｍｇ、黄色5号
119527901,2171022F4109,成分・含量<BR>1錠中日局アムロジピンベシル酸塩…6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>D-マンニトール、合成ケイ酸アルミニウム、ヒドロキシプロピルスターチ、結晶セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム（L-フェニルアラニン化合物）、タウマチン、黄色4号（タートラジン）アルミニウムレーキ、l-メントール、ステアリン酸マグネシウム
119413501,2171022F4117,１錠中、アムロジピンベシル酸塩6.93mg(アムロジピンとして５mg)を含有する。￥ｎ添加物として、Ｄ-マンニトール、ケイ酸Ａｌ、ヒドロキシプロピルスターチ、セルロース、クロスポビドン、ヒドロキシプロピルセルロース、エデト酸ナトリウム水和物、アスパルテーム(Ｌ-フェニルアラニン化合物)、タウマチン、黄色４号(タートラジン)、ｌ-メントール、ステアリン酸Ｍｇを含有する。
119597201,2171022F4125,成分・分量（1錠中）<BR>アムロジピンベシル酸塩6.93mg（アムロジピンとして5mg）<<BR>>添加物<BR>D-マンニトール、結晶セルロース、クロスポビドン、アスパルテーム（L-フェニルアラニン化合物）、l-メントール、ステアリン酸マグネシウム、黄色5号を含有する。
